"תנ ך עברי מודרני"


"This Bible is in the Public Domain."

"Verse ID","Book Name","Book Number",Chapter,Verse,Text
27464,"מַעֲשֵׂי הַשְּׁלִיחִים",44,15,21,"כי משה מדרת עולם יש לו מגידיו בכל עיר ועיר ויקרא בבתי הכנסיות מדי שבת בשבתו׃"
27465,"מַעֲשֵׂי הַשְּׁלִיחִים",44,15,22,"וייטב בעיני השליחים והזקנים עם כל הקהל לבחר מהם אנשים ולשלח אתם אל אנטיוכיא עם פולוס ובר נבא את יהודה המכנה בר שבא ואת סילא אנשי שם בין האחים׃"
27466,"מַעֲשֵׂי הַשְּׁלִיחִים",44,15,23,"ויכתבו וישלחו על ידם לאמר אנחנו השליחים והזקנים והאחים שאלים לשלום האחים אשר מן הגוים באנטיוכיא ובסוריא ובקיליקיא׃"
27467,"מַעֲשֵׂי הַשְּׁלִיחִים",44,15,24,"יען וביען שמענו כי יצאו מאתנו מבלבלים אתכם ומקלקלים נפשתיכם בדברים באמרם לכם להמול ולשמר את התורה אשר לא צוינו אותם׃"
27468,"מַעֲשֵׂי הַשְּׁלִיחִים",44,15,25,"לכן טוב בעיני כלנו יחדו לבחר אנשים לשלחם אליכם עם חביבינו בר נבא ופולוס׃"
27469,"מַעֲשֵׂי הַשְּׁלִיחִים",44,15,26,"אנשים אשר מסרו נפשם על שם אדנינו ישוע המשיח׃"
27470,"מַעֲשֵׂי הַשְּׁלִיחִים",44,15,27,"על כן שלחנו את יהודה ואת סילא אשר גם המה יגידו זאת בפיהם׃"
27471,"מַעֲשֵׂי הַשְּׁלִיחִים",44,15,28,"כי טוב לפני רוח הקדש ולפנינו לבלתי שום עליכם משא אחר לבד מאלה הדברים הצריכים׃"
27472,"מַעֲשֵׂי הַשְּׁלִיחִים",44,15,29,"אשר תרחקו מזבחי אלילים ומן הדם ומבשר הנחנק ומן הזנות אם מאלה תשמרו את נפשתיכם תיטיבו לעשות ושלום לכם׃"
27473,"מַעֲשֵׂי הַשְּׁלִיחִים",44,15,30,"וישלחו האנשים ויבאו אל אנטיוכיא ויקהילו את העם ויתנו להם את האגרת׃"
27474,"מַעֲשֵׂי הַשְּׁלִיחִים",44,15,31,"ויקראו אתה וישמחו על הנחמה׃"
27475,"מַעֲשֵׂי הַשְּׁלִיחִים",44,15,32,"ויהודה וסילא אשר גם הם נביאים נחמו האחים בדברים רבים ויחזקום׃"
27476,"מַעֲשֵׂי הַשְּׁלִיחִים",44,15,33,"ויהיו שם ימים אחדים וישלחום האחים בשלום אל השליחים׃"
27477,"מַעֲשֵׂי הַשְּׁלִיחִים",44,15,34,"וייטב בעיני סילא לשבת שם׃"
27478,"מַעֲשֵׂי הַשְּׁלִיחִים",44,15,35,"ופולוס ובר נבא ישבו באנטיוכיא וילמדו ויבשרו את דבר יהוה המה וגם רבים אחרים עמם׃"
27479,"מַעֲשֵׂי הַשְּׁלִיחִים",44,15,36,"ויהי מקץ ימים ויאמר פולוס אל בר נבא לכה ונשובה ונפקדה את אחינו בכל עיר ועיר אשר קראנו שם את דבר יהוה ונראה מה המה׃"
27480,"מַעֲשֵׂי הַשְּׁלִיחִים",44,15,37,"ובר נבא יעץ לקחת אתם את יוחנן המכנה מרקוס׃"
27481,"מַעֲשֵׂי הַשְּׁלִיחִים",44,15,38,"אך פולוס לא אבה לקחת אתם את האיש אשר סר מעליהם בפמפוליא ולא הלך אתם במלאכתם׃"
27482,"מַעֲשֵׂי הַשְּׁלִיחִים",44,15,39,"ויהי רגז עד אשר נפרדו איש מאחיו ויקח בר נבא את מרקוס ויסע באניה אל קפרוס׃"
27483,"מַעֲשֵׂי הַשְּׁלִיחִים",44,15,40,"ופולוס בחר לו את סילא וימסרהו האחים אל חסד יהוה ויצא׃"
27484,"מַעֲשֵׂי הַשְּׁלִיחִים",44,15,41,"ויעבר בסוריא ובקיליקיא ויחזק את הקהלות׃"
27485,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,1,"¶ ויבא אל דרבי ואל לוסטרא והנה שם תלמיד אחד ושמו טימותיוס והוא בן אשה יהודית מאמנת ואביו יוני׃"
27486,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,2,"ויהי לו שם טוב בין האחים אשר בלוסטרא ובאיקניון׃"
27487,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,3,"בו בחר פולוס אשר יצא אתו ויקח וימל אתו בעבור היהודים אשר במקמות ההם כי כלם ידעו את אביו כי יוני הוא׃"
27488,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,4,"ויהי בעברם בערים וימסרו להם לשמר את הפקודים אשר גזרו השליחים והזקנים אשר בירושלים׃"
27489,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,5,"ותתחזקנה הקהלות באמונה וירב מספרן יום יום׃"
27490,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,6,"ויעברו בפרוגיא ובארץ גלטיא כי מנעם רוח הקדש מהשמיע את הדבר באסיא׃"
27491,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,7,"וכבאם אל מוסיא הואילו ללכת אל ביתוניא ולא הניח להם הרוח׃"
27492,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,8,"ויחלפו ממוסיא וירדו אל טרואס׃"
27493,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,9,"וחזון נראה אל פולוס בלילה והנה איש מוקדון נצב והוא מבקש ממנו לאמר עבר אל מקדוניא ועזרנו׃"
27494,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,10,"וכראתו את המחזה מיד בקשנו ללכת אל מקדוניא בהביננו כי האלהים קראנו שמה לבשר אתם הבשורה׃"
27495,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,11,"ונצא מן טרואס ונרד באניה ונבא דרך ישרה אל סמותרקיא וממחרת אל נפוליס׃"
27496,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,12,"ומשם אל פילפי ראשית ערי הפלך של מקדוניא והיא בת חורין ונשב בעיר הזאת ימים אחדים׃"
27497,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,13,"וביום השבת יצאנו אל מחוץ לעיר אל יד הנהר אשר שם מקום תפלה כמנהגם ונשב ונדבר אל הנשים הנקהלות שמה׃"
27498,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,14,"ואשה יראת אליהם ושמה לודיא מכרת ארגמן מעיר תיאטירא שמעה ויפתח יהוה את לבה להקשיב אל דברי פולוס׃"
27499,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,15,"ותטבל היא ובני ביתה ותבקש ממנו לאמר אם חשבתם אתי נאמנה לאדון באו נא אל ביתי ושבו בו ותפצר בנו׃"
27500,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,16,"ויהי בלכתנו למקום התפלה ותפגע בנו שפחה בעלת אוב אשר עשתה הון רב לאדניה בקסמיה׃"
27501,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,17,"ותלך אחרי פולוס ואחרינו הלוך וקרוא לאמר האנשים האלה עבדי אל עליון המה המודיעים אתנו ארח הישועה׃"
27502,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,18,"וכן עשתה ימים רבים וירע בעיני פולוס הדבר הזה ויפן ויאמר אל הרוח אנכי מצוך בשם ישוע המשיח לצאת ממנה ויצא בשעה ההיא׃"
27503,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,19,"ויראו אדניה כי אזלה תוחלת בצעם ויתפשו את פולוס ואת סילא ויסחבום אל הרחוב לפני זקני העיר׃"
27504,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,20,"ויביאום אל השרים ויאמרו האנשים האלה עכרים את עירנו והם יהודים׃"
27505,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,21,"ומודיעים חקות אשר לא נכון לנו לקבלם ולעשתם כי רומיים אנחנו׃"
27506,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,22,"ויקם גם העם עליהם והשרים קרעו את בגדיהם מעליהם ויצוו להכותם בשוטים׃"
27507,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,23,"ויהי אחרי הכות אתם מכה רבה וישליכום במשמר ויצוו את שומר האסורים לשמרם היטב׃"
27508,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,24,"והוא כאשר צוה כן השליכם בחדר המשמר הפנימי וישם את רגליהם בסד׃"
27509,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,25,"ויהי כחצות הלילה ויתפללו פולוס וסילא ויזמרו לאלהים והאסורים מקשיבים אליהם׃"
27510,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,26,"ופתאם היה רעש גדול עד אשר זעו מוסדות בית הכלא וכרגע נפתחו כל הדלתות ומוסרות כלם נתקו׃"
27511,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,27,"ושומר האסורים נעור משנתו ויהי כראתו את דלתות המשמר נפתחות וישלף חרבו ויבקש לאבד את עצמו בחשבו כי ברחו האסורים׃"
27512,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,28,"ויקרא פולוס בקול גדול לאמר אל תעש לך מאומה רע כי פה אנחנו כלנו׃"
27513,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,29,"וישאל נרות וידלג פנימה והוא מרעיד ויפל לרגלי פולוס וסילא׃"
27514,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,30,"ויוציאם החוצה ויאמר אדני מה עלי לעשות למען אושע׃"
27515,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,31,"ויאמרו האמן באדון ישוע המשיח ותושע אתה וביתך׃"
27516,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,32,"ויגידו לו את דבר יהוה ולכל אשר בביתו׃"
27517,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,33,"ויקחם בלילה בשעה ההיא וירחץ את חבורתיהם וימהר להטבל הוא וכל אשר לו׃"
27518,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,34,"ויעלם אל ביתו וישם שלחן לפניהם ויגל עם כל ביתו על היותו מאמין באלהים׃"
27519,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,35,"ובחית הבקר שלחו השרים את השוטרים לאמר שלח את האנשים ההם׃"
27520,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,36,"ויגד שמר האסורים לפולוס את הדברים האלה לאמר שלחו השרים לפטר אתכם ועתה צאו ולכו בשלום׃"
27521,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,37,"ויאמר פולוס אליהם הכה הכונו נגד כל העם בלא דין ומשפט ואנחנו אנשים רומיים וישליכו אתנו במשמר ועתה נסתר יגרשונו אל נא כי אם יבאו המה ויוציאונו׃"
27522,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,38,"ויגידו השטרים לשרים את הדברים האלה ויהי כשמעם כי רומיים הם וייראו׃"
27523,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,39,"ויבאו ויחלו פניהם ויוציאום וישאלו מהם לצאת מן העיר׃"
27524,"מַעֲשֵׂי הַשְּׁלִיחִים",44,16,40,"ויצאו מן המשמר ויבאו אל בית לודיא ויראו את האחים ויזהירום וילכו לדרכם׃"
27525,"מַעֲשֵׂי הַשְּׁלִיחִים",44,17,1,"¶ ויהי אחרי עברם באמפפוליס ובאפלוינא ויבאו אל תסלוניקי אשר שם בית כנסת היהודים׃"
27526,"מַעֲשֵׂי הַשְּׁלִיחִים",44,17,2,"ופולוס נכנס אליהם כמשפטו ושלש שבתות דבר עמהם בדברי הכתובים׃"
27527,"מַעֲשֵׂי הַשְּׁלִיחִים",44,17,3,"פתוח והוכח להם כי צריך היה אשר יענה המשיח ויקום מן המתים וכי זה הוא המשיח ישוע אשר אני מגיד לכם׃"
27528,"מַעֲשֵׂי הַשְּׁלִיחִים",44,17,4,"ויאמינו מקצתם ויספחו על פולוס וסילא וגם יראי אלהים מן היונים לרב וגם נשים חשובות מספר לא מעט׃"
27529,"מַעֲשֵׂי הַשְּׁלִיחִים",44,17,5,"ויקנאו הסוררים שביהודים ויקחו להם אנשי בליעל מבטלני השוק ויקבצו המון ויהמו את העיר ויסבו על בית יסון ויבקשו להביאם חוצה אל העם׃"
27530,"מַעֲשֵׂי הַשְּׁלִיחִים",44,17,6,"וכאשר לא מצאו אותם סחבו את יסון ואנשים מן האחים לפני ראשי העיר ויצעקו לאמר הנה המדיחים את כל ישבי תבל באו גם הלום׃"
27531,"מַעֲשֵׂי הַשְּׁלִיחִים",44,17,7,"ויסון אסף אתם אל ביתו והם כלם עשים נגד דתי הקיסר באמרם כי יש מלך אחר והוא ישוע׃"
27532,"מַעֲשֵׂי הַשְּׁלִיחִים",44,17,8,"ויחרידו את העם ואת ראשי העיר אשר שמעו את זאת׃"
27533,"מַעֲשֵׂי הַשְּׁלִיחִים",44,17,9,"ויקחו ערבון מידי יסון ומידי האחרים ואחרי כן פטרום׃"
27534,"מַעֲשֵׂי הַשְּׁלִיחִים",44,17,10,"והאחים מהרו לשלח את פולוס ואת סילא לילה לברואה והם בבאם שמה הלכו לבית כנסת היהודים׃"
27535,"מַעֲשֵׂי הַשְּׁלִיחִים",44,17,11,"ואלה היו נדיבים מאנשי תסלוניקי ויקבלו את הדבר בכל לב וידרשו בכתובים יום יום לדעת אם כן הוא הדבר׃"
27536,"מַעֲשֵׂי הַשְּׁלִיחִים",44,17,12,"ויאמינו הרבה מהם וגם מן הנשים החשובות היוניות ומן האנשים לא מעט׃"
27537,"מַעֲשֵׂי הַשְּׁלִיחִים",44,17,13,"ויהי כאשר שמעו היהודים אשר מתסלוניקי כי מגיד פולוס את דבר אלהים גם בברואה ויבאו ויעררו את העם גם שמה׃"
27538,"מַעֲשֵׂי הַשְּׁלִיחִים",44,17,14,"וימהרו האחים וישלחו את פולוס ללכת עד הים וסילא וטימותיוס נשארו שם׃"
27539,"מַעֲשֵׂי הַשְּׁלִיחִים",44,17,15,"והמלוים את פולוס הוליכהו עד אתינס ויקבלו מצותו אל סילא וטימותיוס כי בוא יבאו אליו במהרה וילכו׃"
27540,"מַעֲשֵׂי הַשְּׁלִיחִים",44,17,16,"ויהי באתינס ופולוס מהכה להם ותתחמץ רוחו בקרבו בראתו את העיר מלאה אלילים׃"
27541,"מַעֲשֵׂי הַשְּׁלִיחִים",44,17,17,"על כן בבית הכנסת דבר עם היהודים ועם יראי אלהים ובשוק יום יום עם הנקרים אליו׃"
27542,"מַעֲשֵׂי הַשְּׁלִיחִים",44,17,18,"וגם מקצת הפילוסופים מתלמידי אפיקורוס ומחברת האסטוא התגרו בו ויש אשר אמרו מה יאמר המפטפט הלז ואחרים אמרים כפי הנראה הוא מגיד אלהי נכר יען כי בשר אתם את ישוע ואת התחיה׃"
27543,"מַעֲשֵׂי הַשְּׁלִיחִים",44,17,19,"ויאחזוהו ויביאהו אל גבעת המשפט הנקראה בשם אריופגוס ויאמרו הנוכל לדעת מה היא זו התורה החדשה אשר אתה משמיע׃"
27544,"מַעֲשֵׂי הַשְּׁלִיחִים",44,17,20,"כי דברים זרים אתה מביא באזנינו והננו חפצים לדעת מה ענינם׃"
27545,"מַעֲשֵׂי הַשְּׁלִיחִים",44,17,21,"כי האתיניים כלם וגם הנכרים הגרים שם לא חשו לדבר אחר כי אם לספר או לשמע חדשות׃"
27546,"מַעֲשֵׂי הַשְּׁלִיחִים",44,17,22,"ויעמד פולוס בתוך ועד השפטים ויאמר אנשי אתינס הנני ראה בכל כי יראי אלים אתם מאד׃"
27547,"מַעֲשֵׂי הַשְּׁלִיחִים",44,17,23,"כי אני עבר ומתבונן אל עבדות אלהיכם ואמצא מזבח אחד כתוב עליו לאל הנעלם ועתה את אשר עבדתם ואינכם ידעים אתו אני מגיד לכם׃"
27548,"מַעֲשֵׂי הַשְּׁלִיחִים",44,17,24,"האל אשר עשה את העולם וכל אשר בו לא ישכן בהיכלות מעשה ידים כי הוא אדון השמים והארץ׃"
27549,"מַעֲשֵׂי הַשְּׁלִיחִים",44,17,25,"גם לא ישרתוהו ידי בני אדם כאלו יצטרך לדבר כי הוא הנתן לכל חיים ונשמה וכל דבר׃"
27550,"מַעֲשֵׂי הַשְּׁלִיחִים",44,17,26,"ויושב כל עממי בני אדם על כל פני האדמה מדם אחד ויצב מועדים קבועים וגבולת מושבם׃"
27551,"מַעֲשֵׂי הַשְּׁלִיחִים",44,17,27,"למען יבקשו את האלהים אולי ימששהו וימצאהו אף כי איננו רחוק מכל אחד ממנו׃"
27552,"מַעֲשֵׂי הַשְּׁלִיחִים",44,17,28,"כי בו אנחנו חיים ומתנועעים וקימים כאשר גם מקצת משורריכם אמרו אף ילידיו אנחנו׃"
27553,"מַעֲשֵׂי הַשְּׁלִיחִים",44,17,29,"והנה בהיותנו ילידי האלהים לא נכון לנו לחשב כי האלהות תדמה לזהב או לכסף או לאבן מעשה חרש ומחשבת בני אדם׃"
27554,"מַעֲשֵׂי הַשְּׁלִיחִים",44,17,30,"לכן עתה אחרי עבר אלהים על ימות הסכלות מצוה הוא את כל בני האדם בכל אפסי ארץ כי שוב ישובו׃"
27555,"מַעֲשֵׂי הַשְּׁלִיחִים",44,17,31,"יען אשר שת יום לשפט תבל בצדק על ידי איש אשר הפקידו ויתן עדות נאמנה לכלם בהקימו אתו מן המתים׃"
27556,"מַעֲשֵׂי הַשְּׁלִיחִים",44,17,32,"וכאשר שמעו תחית מתים אלה הלעיגו לו ואלה אמרו על זאת נשמעך בעת אחרת׃"
27557,"מַעֲשֵׂי הַשְּׁלִיחִים",44,17,33,"ובכן יצא פולוס מתוכם׃"
27558,"מַעֲשֵׂי הַשְּׁלִיחִים",44,17,34,"ומקצתם דבקו בו ויאמינו ובהם דיונוסיוס מן השפטים של אריופגוס ואשה אחת שמה דמריס ועוד אחרים עמהם׃"
27559,"מַעֲשֵׂי הַשְּׁלִיחִים",44,18,1,"¶ אחר כן סר פולוס מאתינס ויבא אל קורנתוס׃"
27560,"מַעֲשֵׂי הַשְּׁלִיחִים",44,18,2,"וימצא יהודי נולד בפונטוס ומשו עקילס אשר בא מקרוב מן איטליא הוא ואשתו פריסקלה מפני אשר צוה קלודיוס את כל היהודים לסור מעיר רומי׃"
27561,"מַעֲשֵׂי הַשְּׁלִיחִים",44,18,3,"ויבא אליהם ויהי בהיתם בני אמנות אחת וישב אתם ויעש מלאכתו ואמנותם עשות יריעות אהלים׃"
27562,"מַעֲשֵׂי הַשְּׁלִיחִים",44,18,4,"וידבר בבית הכנסת בכל שבת ושבת ויוכח את היהודים ואת היונים׃"
27563,"מַעֲשֵׂי הַשְּׁלִיחִים",44,18,5,"וכבוא סילא וטימותיוס ממקדוניא היה פולוס נגש ברוח להעיד אל היהודים כי ישוע הוא המשיח׃"
27564,"מַעֲשֵׂי הַשְּׁלִיחִים",44,18,6,"ויהי כהמרותם וכגדפם וינער את בגדיו ויאמר אליהם דמכם בראשיכם ואנכי נקי מעתה אלכה לי אל הגוים׃"
27565,"מַעֲשֵׂי הַשְּׁלִיחִים",44,18,7,"וילך משם ויבא אל בית איש ושמו יוסטוס איש ירא אלהים וביתו סמוך לבית הכנסת׃"
27566,"מַעֲשֵׂי הַשְּׁלִיחִים",44,18,8,"וקריספוס ראש הכנסת האמין באדון הוא וכל ביתו וגם קורנתים רבים בשמעם האמינו ויטבלו׃"
27567,"מַעֲשֵׂי הַשְּׁלִיחִים",44,18,9,"ודבר האדון היה אל פולוס במחזה בלילה לאמר אל תירא כי אם דבר ואל תחשה׃"
27568,"מַעֲשֵׂי הַשְּׁלִיחִים",44,18,10,"כי עמך אנכי ואיש אל יגע בך להרע לך כי גוי גדול לי בעיר הזאת׃"
27569,"מַעֲשֵׂי הַשְּׁלִיחִים",44,18,11,"וישב שם שנה וששה חדשים וילמד בהם את דבר האלהים׃"
27570,"מַעֲשֵׂי הַשְּׁלִיחִים",44,18,12,"ויהי בהיות גליון שר מדינת אכיא ויקומו היהודים כלם וחדו על פולוס ויביאהו אל כסא המשפט׃"
27571,"מַעֲשֵׂי הַשְּׁלִיחִים",44,18,13,"ויאמרו האיש הזה מפתה את בני האדם לעבד את אלהים בלא כתורה׃"
27572,"מַעֲשֵׂי הַשְּׁלִיחִים",44,18,14,"ויהי אך בקש פולוס לפתח את פיו וגליון אמר אל היהודים לאמר אם היה דבר פשע או מעשה נבלה כי עתה נשאתי ושמעתי אתכם היהודים כמשפט׃"
27573,"מַעֲשֵׂי הַשְּׁלִיחִים",44,18,15,"אבל אם היא שאלה על מלין ושמות והדת שלכם ראו אתם ואני אין רצוני להיות שפט על דברים כאלה׃"
27574,"מַעֲשֵׂי הַשְּׁלִיחִים",44,18,16,"ויגרש אתם מלפני כסא המשפט׃"
27575,"מַעֲשֵׂי הַשְּׁלִיחִים",44,18,17,"ויאחזו כל היונים את סוסתנים ראש הכנסת ויכוהו לפני כסא המשפט וגליון לא שת לבו גם לזאת׃"
27576,"מַעֲשֵׂי הַשְּׁלִיחִים",44,18,18,"ופולוס ישב שם עוד ימים רבים ויפטר מן האחים וירד באניה ללכת אל סוריא ואתו פריסקלה ועקילס ויגלח את ראשו בקנכרי כי נדר עליו׃"
27577,"מַעֲשֵׂי הַשְּׁלִיחִים",44,18,19,"ויבאו אל אפסוס ויעזב אתם שם והוא הלך לבית הכנסת וידבר עם היהודים׃"
27578,"מַעֲשֵׂי הַשְּׁלִיחִים",44,18,20,"ויבקשו ממנו להאריך ימי שבתו אתם ולא אבה׃"
27579,"מַעֲשֵׂי הַשְּׁלִיחִים",44,18,21,"כי אם נפטר מהם באמרו מחיב אני לחג את החג הבא בירושלים ואחרי כן אשובה אליכם אם ירצה יהוה וילך לו באניה מן אפסוס׃"
27580,"מַעֲשֵׂי הַשְּׁלִיחִים",44,18,22,"ויבא אל קסרין ויעל וישאל לשלום הקהלה וירד אל אנטיוכיא׃"
27581,"מַעֲשֵׂי הַשְּׁלִיחִים",44,18,23,"וישב שם ימים אחדים וילך למסעיו ויעבר בארץ גלטיא ופרוגיא ויחזק את כל התלמידים׃"
27582,"מַעֲשֵׂי הַשְּׁלִיחִים",44,18,24,"ואיש יהודי בא אל אפסוס ועיר מולדתו אלכסנדריא ושמו אפולוס איש דברים ותקיף בכתובים׃"
27583,"מַעֲשֵׂי הַשְּׁלִיחִים",44,18,25,"הוא היה מלמד דרך האדון והוא מדבר כחם רוחו ומלמד היטב על אדות ישוע ולא ידע כי אם טבילת יוחנן לבדה׃"
27584,"מַעֲשֵׂי הַשְּׁלִיחִים",44,18,26,"והוא החל לקרא בבית הכנסת בבטחון לבב וישמעו אתו עקילס ופריסקלה ויקחהו אליהם ויוסיפו להגיד לו את דרך האלהים באר היטב׃"
27585,"מַעֲשֵׂי הַשְּׁלִיחִים",44,18,27,"ויחפץ ללכת לאכיא ויכתבו האחים אל התלמידים ויעררו אתם לקבלו ויבא שמה ויעזר הרבה את המאמינים על ידי החסד׃"
27586,"מַעֲשֵׂי הַשְּׁלִיחִים",44,18,28,"כי בחזקה התוכח עם היהודים לפני כל העם ויראם מן המקראות כי ישוע הוא המשיח׃"
27587,"מַעֲשֵׂי הַשְּׁלִיחִים",44,19,1,"¶ ויהי בהיות אפולוס בקורנתוס ויעבר פולוס במדינות העליונת וירד אל אפסוס וימצא שם תלמידים׃"
27588,"מַעֲשֵׂי הַשְּׁלִיחִים",44,19,2,"ויאמר אליהם הקבלתם את רוח הקדש אחרי אשר האמנתם ויאמרו אליו אף לא שמענו כי ישנו רוח הקדש׃"
27589,"מַעֲשֵׂי הַשְּׁלִיחִים",44,19,3,"ויאמר אליהם על מה אפוא הטבלתם ויאמרו על טבילת יוחנן׃"
27590,"מַעֲשֵׂי הַשְּׁלִיחִים",44,19,4,"ויאמר פולוס יוחנן הטביל בטבילת התשובה ואמר אל העם כי האמן יאמינו באשר יבוא אחריו והוא המשיח ישוע׃"
27591,"מַעֲשֵׂי הַשְּׁלִיחִים",44,19,5,"ויהי כשמעם זאת ויבאו להטבל בשם ישוע האדון׃"
27592,"מַעֲשֵׂי הַשְּׁלִיחִים",44,19,6,"ויסמך פולוס את ידיו עליהם ויבא עליהם רוח הקדש וימללו בלשנות ויתנבאו׃"
27593,"מַעֲשֵׂי הַשְּׁלִיחִים",44,19,7,"ויהיו כלם כשנים עשר איש׃"
27594,"מַעֲשֵׂי הַשְּׁלִיחִים",44,19,8,"ויבא אל בית הכנסת ויקרא שם בבטחון לבב וידבר עמם כשלשה חדשים ויט את לבם אל דברי מלכות האלהים׃"
27595,"מַעֲשֵׂי הַשְּׁלִיחִים",44,19,9,"אך מקצתם הקשו את לבבם ולא האמינו וידברו סרה על הדרך הזה לפני הקהל ויסר מהם ויבדל מתוכם את התלמידים וידבר אתם יום יום בבית המדרש של טורנוס׃"
27596,"מַעֲשֵׂי הַשְּׁלִיחִים",44,19,10,"וכן היתה כשנתים ימים עד כי שמעו כל ישבי אסיא גם יהודים גם יונים את דבר ישוע האדון׃"
27597,"מַעֲשֵׂי הַשְּׁלִיחִים",44,19,11,"וגבורות גדלות עשה האלהים על ידי פולוס׃"
27598,"מַעֲשֵׂי הַשְּׁלִיחִים",44,19,12,"עד כי גם הניחו סודרים וחגרת מעל עור בשרו על החולים ויסורו מהם תחלאיהם וגם הרוחות הרעות יצאו׃"
27599,"מַעֲשֵׂי הַשְּׁלִיחִים",44,19,13,"ואנשים מן היהודים הסבבים ומלחשים הואילו להזכיר את שם ישוע האדון על אחוזי הרוחות הרעות לאמר משביע אני אתכם בישוע אשר פולוס קרא אותו׃"
27600,"מַעֲשֵׂי הַשְּׁלִיחִים",44,19,14,"והעשים ככה היו שבעת בני סקוה אחד מגדולי כהני היהודים׃"
27601,"מַעֲשֵׂי הַשְּׁלִיחִים",44,19,15,"ויען הרוח ויאמר את ישוע אני מכיר ואת פולוס אני ידע ומי אתם׃"
27602,"מַעֲשֵׂי הַשְּׁלִיחִים",44,19,16,"ויקפץ עליהם בעל הרוח הרעה ויגבר עליהם ויכבשם עד כי נסו מן הבית ההוא עירמים ופצועים׃"
27603,"מַעֲשֵׂי הַשְּׁלִיחִים",44,19,17,"ויודע הדבר לכל היהודים והיונים ישבי אפסוס ויפל פחד על כלם ויגדל שם האדון ישוע׃"
27604,"מַעֲשֵׂי הַשְּׁלִיחִים",44,19,18,"ורבים מן המאמינים באו ויתודו ויודיעו את אשר עשו׃"
27605,"מַעֲשֵׂי הַשְּׁלִיחִים",44,19,19,"ורבים אשר עשקו במעשי כשפים הביאו את ספריהם וישרפום לעיני כל ויחשבו את ערכם וימצאהו חמשת רבבות דינרים׃"
27606,"מַעֲשֵׂי הַשְּׁלִיחִים",44,19,20,"ודבר יהוה גבר מאד וילך הלך וחזק׃"
27607,"מַעֲשֵׂי הַשְּׁלִיחִים",44,19,21,"ויהי ככלות הדברים האלה יעץ פולוס ברוחו לעבר בתוך מקדוניא ואכיא וללכת ירושלים ויאמר אחרי היותי שמה ראה אראה גם את רומי׃"
27608,"מַעֲשֵׂי הַשְּׁלִיחִים",44,19,22,"וישלח שנים מן המשרתים אתו את טימותיוס ואת ארסטוס אל מקדוניא והוא התמהמה עוד ימים באסיא׃"
27609,"מַעֲשֵׂי הַשְּׁלִיחִים",44,19,23,"ותהי בעת ההיא מהומה לא קטנה על אדות דרך יהוה׃"
27610,"מַעֲשֵׂי הַשְּׁלִיחִים",44,19,24,"כי צורף כסף אחד דמטריוס שמו עשה היכלות כסף של ארטמיס המציא לחרשים משכרת לא מעט׃"
27611,"מַעֲשֵׂי הַשְּׁלִיחִים",44,19,25,"ויקהל אתם ואת שאר העסקים במלאכה ההיא ויאמר אנשים אתם ידעים כי מן המלאכה הזאת עשינו כבוד׃"
