Strong's Number,Original Word,English Meaning,Telugu Word,Telugu Meaning,Language,Testament
G4284,προέχομαι,"πρό+σχέω",,జాగ్రత్తపడు,Greek,New Testament
G4285,προηγέομαι,"πρό+ἄγω",,నడిపించు,Greek,New Testament
G4286,πρόθεσις,"πρό+τίθημι",,నిర్ణయించు,Greek,New Testament
G4287,προθέσμιος,"πρό+τίθημι",,నిలువబెట్టు,Greek,New Testament
G4288,προθυμία,"πρό+θύω",,బలిచేయు,Greek,New Testament
G4289,πρόθυμος,"πρό+θύω",,బలిచేయు,Greek,New Testament
G4290,προθύμως,"πρό+θύω",,బలిచేయు,Greek,New Testament
G4291,προΐστημι,"πρό+ἵστημι",,అధ్యక్షత వహించు,Greek,New Testament
G4292,προκαλέομαι,"πρό+κελεύω",,ఆజ్ఞాపించు,Greek,New Testament
G4293,προκαταγγέλλω,"πρό+κατά+ἄγω",,బలవంతముగా క్రిందికి లాగు,Greek,New Testament
G4294,προκαταρτίζω,"πρό+κατά+αἴρω+αἴρω",,అర్థం తెలియదు,Greek,New Testament
G4295,πρόκειμαι,"πρό+κεῖμαι",,ముందు ఉంచు,Greek,New Testament
G4296,προκηρύσσω,"πρό+κηρύσσω",,ముందుగా ప్రకటించు,Greek,New Testament
G4297,προκοπή,"πρό+κόπτω",,అభివృద్ధి పొందు,Greek,New Testament
G4298,προκόπτω,"πρό+κόπτω",,అభ్యంతరము కలిగించు,Greek,New Testament
G4299,πρόκριμα,"πρό+κρίνω",,ముందుగా నిర్ణయించు,Greek,New Testament
G4300,προκυρόω,"πρό+κύριος",,అర్థం తెలియదు,Greek,New Testament
G4301,προλαμβάνω,"πρό+δέχομαι",,అంగీకరించు,Greek,New Testament
G4302,προλέγω,"πρό+λέγω",,ముందుగా చెప్పు,Greek,New Testament
G4303,προμαρτύρομαι,"πρό+μάρτυς",,ముందుగా సాక్ష్యమిచ్చు,Greek,New Testament
G4304,προμελετάω,"πρό+μέλω",,శ్రద్ధ వహించు,Greek,New Testament
G4305,προμεριμνάω,"πρό+μέρος",,మొదటి భాగము,Greek,New Testament
G4306,προνοέω,"πρό+γινώσκω",,ముందుగా తెలుసుకొను,Greek,New Testament
G4307,πρόνοια,"πρό+γινώσκω",,ముందుగా ఎరుగు,Greek,New Testament
G4308,προοράω,"πρό+ὁράω",,ముందుగా చూచు,Greek,New Testament
G4309,προορίζω,"πρό+ὅριον",,సరిహద్దు,Greek,New Testament
G4310,προπάσχω,"πρό+πένθω",,ముందుగా దుఃఖించు,Greek,New Testament
G4311,προπέμπω,"πρό+πέμπω",,ముందుగా పంపు,Greek,New Testament
G4312,προπετής,"πρό+πτάομαι",,అవమానపరచు,Greek,New Testament
G4313,προπορεύομαι,"πρό+πέραν",,అర్థం తెలియదు,Greek,New Testament
G4314,πρός,"πρό",,ముందు,Greek,New Testament
G4315,προσάββατον,"πρό+σάββατον",,విశ్రాంతి దినమునకు ముందు రోజు,Greek,New Testament
G4316,προσαγορεύω,"πρό+ἐγείρω",,ముందుగా లేపు,Greek,New Testament
G4317,προσάγω,"πρό+ἄγω",,ముందు నడుపు,Greek,New Testament
G4318,προσαγωγή,"πρό+ἄγω+ἄγω",,అర్థం తెలియదు,Greek,New Testament
G4319,προσαιτέω,"πρό+αἰτέω",,మొదట అడుగు,Greek,New Testament
G4320,προσαναβαίνω,"πρό+ἀνά+βάσις",,ముందుగా ఎక్కు,Greek,New Testament
G4321,προσαναλίσκω,"πρό+ἀνά+αἴρω",,పూర్వమెత్తు,Greek,New Testament
G4322,προσαναπληρόω,"πρό+ἀνά+πλήθω",,పూర్తిచేయు,Greek,New Testament
G4323,προσανατίθημι,"πρό+ἀνά+τίθημι",,సమర్పించు,Greek,New Testament
G4324,προσαπειλέω,"πρό+ἀπειλέω",,ముందు బెదిరించు,Greek,New Testament
G4325,προσδαπανάω,"πρό+δαπάνη",,ముందు ఖర్చు,Greek,New Testament
G4326,προσδέομαι,"πρό+δέω",,అవసరం,Greek,New Testament
G4327,προσδέχομαι,"πρό+δέχομαι",,అంగీకరించు,Greek,New Testament
G4328,προσδοκάω,"πρό",,ముందు,Greek,New Testament
G4329,προσδοκία,"πρό",,ముందు,Greek,New Testament
G4330,προσεάω,"πρό+ἐάω",,మొదట అనుమతించు,Greek,New Testament
G4331,προσεγγίζω,"πρό+ἀγκάλη",,ముందరి చేయి,Greek,New Testament
G4332,προσεδρεύω,"πρό+ἑδραῖος",,స్థిరమైన,Greek,New Testament
G4333,προσεργάζομαι,"πρό+ἔργον",,మునుపటి పని,Greek,New Testament
G4334,προσέρχομαι,"πρό+ἔρχομαι",,ముందు వచ్చు,Greek,New Testament
G4335,προσευχή,"πρό+εὔχομαι",ప్రొసూకే,ప్రార్థన,Greek,New Testament
G4336,προσεύχομαι,"πρό+εὔχομαι",ప్రొసూకొమై,ప్రార్థించు,Greek,New Testament
G4337,προσέχω,"πρό+σχέω",,శ్రద్ధ వహించు,Greek,New Testament
G4338,προσηλόω,"πρό+ἧλος",,ముందు మేకు,Greek,New Testament
G4339,προσήλυτος,"πρό+ἔρχομαι",,ముందు వచ్చు,Greek,New Testament
G4340,πρόσκαιρος,"πρό+καιρός",,సమయం,Greek,New Testament
G4341,προσκαλέομαι,"πρό+κελεύω",,ముందు ఆజ్ఞాపించు,Greek,New Testament
G4342,προσκαρτερέω,"πρό+κράτος",,బలము,Greek,New Testament
G4343,προσκαρτέρησις,"πρό+κράτος",,అధికారము,Greek,New Testament
G4344,προσκεφάλαιον,"πρό+κεφαλή",,ముందు తల,Greek,New Testament
G4345,προσκληρόω,"πρό+κλάω",,ముందు విరగగొట్టు,Greek,New Testament
G4346,πρόσκλισις,"πρό+κλίνω",,వంగియుండు,Greek,New Testament
G4347,προσκολλάω,"πρό+κολλάω",,ముందు అంటుకొను,Greek,New Testament
G4348,πρόσκομμα,"πρό+κόπτω",,ముందుకు కొట్టు,Greek,New Testament
G4349,προσκοπή,"πρό+κόπτω",,ముందుకు నరుకు,Greek,New Testament
G4350,προσκόπτω,"πρό+κόπτω",,వృద్ధిపొందు,Greek,New Testament
G4351,προσκυλίω,"πρό+κῦμα+κῦμα+εἱλίσσω",,ముందు అలలు చుట్టుకొను,Greek,New Testament
G4352,προσκυνέω,"πρό+κύων",,ముందు కుక్క,Greek,New Testament
G4353,προσκυνητής,"πρό+κύων",,అర్థం తెలియదు,Greek,New Testament
G4354,προσλαλέω,"πρό+λαλέω",,ముందుగా మాట్లాడు,Greek,New Testament
G4355,προσλαμβάνω,"πρό+δέχομαι",,అంగీకరించు,Greek,New Testament
G4356,πρόσληψις,"πρό+δέχομαι",,అంగీకరించు,Greek,New Testament
G4357,προσμένω,"πρό+μένω",,ముందు ఉండు,Greek,New Testament
G4358,προσορμίζω,"πρό+ὁρμή",,ప్రేరణ,Greek,New Testament
G4359,προσοφείλω,"πρό+ὄφελος",,ఉపయోగం,Greek,New Testament
G4360,προσοχθίζω,"πρό",,ముందు,Greek,New Testament
G4361,πρόσπεινος,"πρό+πένης",,పేద,Greek,New Testament
G4362,προσπήγνυμι,"πρό+πήγνυμι",,స్థాపించు,Greek,New Testament
G4363,προσπίπτω,"πρό+πτάομαι",,అభ్యంతరకరమైన,Greek,New Testament
G4364,προσποιέομαι,"πρό+ποιέω",,కారణం చూపించు,Greek,New Testament
G4365,προσπορεύομαι,"πρό+πέραν",,ముందుగా,Greek,New Testament
G4366,προσρήγνυμι,"πρό+κατά",,వ్యతిరేకంగా,Greek,New Testament
G4367,προστάσσω,"πρό+τάσσω",,నియమించు,Greek,New Testament
G4368,προστάτις,"πρό+ἵστημι",,చేయడానికి,Greek,New Testament
G4369,προστίθημι,"πρό+τίθημι",,ముందు ఉంచు,Greek,New Testament
G4370,προστρέχω,"πρό+θρίξ",,జుట్టు,Greek,New Testament
G4371,προσφάγιον,"πρό+ἐσθίω",,పూర్వము తిను,Greek,New Testament
G4372,πρόσφατος,"πρό+σφάζω",,చంపు,Greek,New Testament
G4373,προσφάτως,"πρό+σφάζω",,చంపు,Greek,New Testament
G4374,προσφέρω,"πρό+φέρω",,తీసుకొనిరా,Greek,New Testament
G4375,προσφιλής,"πρό+φίλος",,ప్రియమైన,Greek,New Testament
G4376,προσφορά,"πρό+φέρω",,తీసుకొనిరా,Greek,New Testament
G4377,προσφωνέω,"πρό+φημί",,ప్రవచించు,Greek,New Testament
G4378,πρόσχυσις,"πρό",,ముందు,Greek,New Testament
G4379,προσψαύω,"πρό",,ముందు,Greek,New Testament
G4380,προσωποληπτέω,"πρό+ὁράω+δέχομαι",,ముందుగా చూడు మరియు అంగీకరించు,Greek,New Testament
G4381,προσωπολήπτης,"πρό+ὁράω+δέχομαι",,ముందుగా చూడు మరియు అంగీకరించు,Greek,New Testament
G4382,προσωποληψία,"πρό+ὁράω+δέχομαι",,ముందుగా చూడు మరియు అంగీకరించు,Greek,New Testament
G4383,πρόσωπον,"πρό+ὁράω",ప్రొసొపొన్,ముఖం,Greek,New Testament
G4384,προτάσσω,"πρό+τάσσω",,ముందు నియమించు,Greek,New Testament
G4385,προτείνω,"πρό",,ముందు,Greek,New Testament
G4386,πρότερον,"πρό",,ముందు,Greek,New Testament
G4387,πρότερος,"πρό",,ముందు,Greek,New Testament
G4388,προτίθεμαι,"πρό+τίθημι",,ముందు ఉంచు,Greek,New Testament
G4389,προτρέπομαι,"πρό+τροπή",,మార్పు,Greek,New Testament
G4390,προτρέχω,"πρό+θρίξ",,ముందు వెంట్రుక,Greek,New Testament
G4391,προϋπάρχω,"πρό+ὑπό+ἄρχω",,ముందస్తుగా లోబడివుండు,Greek,New Testament
G4392,πρόφασις,"πρό+φημί",,ప్రవచించు,Greek,New Testament
G4393,προφέρω,"πρό+φέρω",,తెచ్చు,Greek,New Testament
G4394,προφητεία,"πρό+φημί",,ప్రవచించు,Greek,New Testament
G4395,προφητεύω,"πρό+φημί",,ప్రవచించు,Greek,New Testament
G4396,προφήτης,"πρό+φημί",ప్రొఫేటేస్,ప్రవక్త,Greek,New Testament
G4397,προφητικός,"πρό+φημί",,ప్రవచించు,Greek,New Testament
G4398,προφῆτις,"πρό+φημί",,ప్రవచించు,Greek,New Testament
G4399,προφθάνω,"πρό+φθάνω",,ముందుగా చేరుట,Greek,New Testament
G4400,προχειρίζομαι,"πρό+χειμών+χάσμα",,చలికాలపు అగాధము,Greek,New Testament
G4401,προχειροτονέω,"πρό+χειμών+χάσμα",,చలికాలపు అగాధము,Greek,New Testament
G4402,Πρόχορος,"πρό+χορός",,నృత్య బృందము ముందు,Greek,New Testament
G4403,πρύμνα,"πρύμνα",,అర్థం తెలియదు,Greek,New Testament
G4404,πρωΐ,"πρό",ప్రొఇ,ఉదయం,Greek,New Testament
G4405,πρωΐα,"πρό",,ముందు,Greek,New Testament
G4406,πρώϊμος,"πρό",,ముందు,Greek,New Testament
G4407,πρωϊνός,"πρό",,ముందు,Greek,New Testament
G4408,πρῶρα,"πρό",,ముందు,Greek,New Testament
G4409,πρωτεύω,"πρό",,ముందు,Greek,New Testament
G4410,πρωτοκαθεδρία,"πρό+κατά+ἑδραῖος",,ముందు స్థాపించబడిన,Greek,New Testament
G4411,πρωτοκλισία,"πρό+κλίνω",,వంగియుండు,Greek,New Testament
G4412,πρῶτον,"πρό+τό",,మొదట,Greek,New Testament
G4413,πρῶτος,"πρό",,ముందు,Greek,New Testament
G4414,πρωτοστάτης,"πρό+ἵστημι",,అధ్యక్షత వహించు,Greek,New Testament
G4415,πρωτοτόκια,"πρό+τίκτω",,ముందు జన్మించిన,Greek,New Testament
G4416,πρωτότοκος,"πρό+τίκτω",,మొదట జన్మించినవాడు,Greek,New Testament
G4417,πταίω,"πτάομαι",,అర్థం తెలియదు,Greek,New Testament
G4418,πτέρνα,"πτέρνα",,మడమ,Greek,New Testament
G4419,πτερύγιον,"πτάομαι",,అర్థం తెలియదు,Greek,New Testament
G4420,πτέρυξ,"πτάομαι",,అర్థం తెలియదు,Greek,New Testament
G4421,πτηνόν,"πτάομαι",,అర్థం తెలియదు,Greek,New Testament
G4422,πτοέω,"πτάομαι+πτάομαι",,అర్థం తెలియదు,Greek,New Testament
G4423,πτόησις,"πτάομαι+πτάομαι",,అర్థం తెలియదు,Greek,New Testament
G4424,Πτολεμαΐς,"Πτολεμαΐς",,టొలెమాయిస్,Greek,New Testament
G4425,πτύον,"πτύσσω",,చుట్టు,Greek,New Testament
G4426,πτύρω,"πτύσσω+πτάομαι+πτάομαι",,అర్థం తెలియదు,Greek,New Testament
G4427,πτύσμα,"πτύσσω",,చుట్టు,Greek,New Testament
G4428,πτύσσω,"πτύσσω",,చుట్టు,Greek,New Testament
G4429,πτύω,"πτύσσω",,చుట్టు,Greek,New Testament
G4430,πτῶμα,"πτάομαι",,అర్థం తెలియదు,Greek,New Testament
G4431,πτῶσις,"πτάομαι",,అర్థం తెలియదు,Greek,New Testament
G4432,πτωχεία,"πτωχός",,పేద,Greek,New Testament
G4433,πτωχεύω,"πτωχός",,పేద,Greek,New Testament
G4434,πτωχός,"πτωχός",,పేద,Greek,New Testament
G4435,πυγμή,"πυγμή",,పిడికిలి,Greek,New Testament
G4436,Πύθων,"Πύθων",,పైథాన్,Greek,New Testament
G4437,πυκνός,"σκεῦος+σκιά+ποιέω",,అర్థం తెలియదు,Greek,New Testament
G4438,πυκτέω,"πυγμή",,పిడికిలి,Greek,New Testament
G4439,πύλη,"πύλη",,గుమ్మం,Greek,New Testament
G4440,πυλών,"πύλη",,గుమ్మం,Greek,New Testament
G4441,πυνθάνομαι,"πυνθάνομαι",,విచారించు,Greek,New Testament
G4442,πῦρ,"πῦρ",పూర్,అగ్ని,Greek,New Testament
G4443,πυρά,"πῦρ",,అగ్ని,Greek,New Testament
G4444,πύργος,"πύργος",,దుర్గం,Greek,New Testament
G4445,πυρέσσω,"πῦρ",,అగ్ని,Greek,New Testament
G4446,πυρετός,"πῦρ",,అగ్ని,Greek,New Testament
G4447,πύρινος,"πῦρ",,అగ్ని,Greek,New Testament
G4448,πυρόω,"πῦρ",,అగ్ని,Greek,New Testament
G4449,πυῤῥάζω,"πῦρ",,అగ్ని,Greek,New Testament
G4450,πυῤῥός,"πῦρ",,అగ్ని,Greek,New Testament
G4451,πύρωσις,"πῦρ",,అగ్ని,Greek,New Testament
G4452,‐πω,"τό",,అది,Greek,New Testament
G4453,πωλέω,"πωλέω",,అమ్ము,Greek,New Testament
G4454,πῶλος,"πῶλος",,గుర్రపు పిల్ల,Greek,New Testament
G4455,πώποτε,"τό+τό+τέ",,అర్థం తెలియదు,Greek,New Testament
G4456,πωρόω,"πωρόω",,కఠినపరచు,Greek,New Testament
G4457,πώρωσις,"πωρόω",,కఠినపరచు,Greek,New Testament
G4458,‐πώς,"τό",,అది,Greek,New Testament
G4459,πῶς,"τό",పొస్,ఎలా,Greek,New Testament
G4460,Ῥαάβ,"Ῥαάβ",,రాహాబు,Greek,New Testament
G4461,ῥαββί,"ῥαββί",,రబ్బీ,Greek,New Testament
G4462,ῥαββουνί,"ῥαββουνί",,రబ్బూని,Greek,New Testament
G4463,ῥαβδίζω,"ῥαπίζω",,చెంపమీద కొట్టు,Greek,New Testament
G4464,ῥάβδος,"ῥαπίζω",,చెంపమీద కొట్టు,Greek,New Testament
G4465,ῥαβδοῦχος,"ῥαπίζω+σχέω",,అర్థం తెలియదు,Greek,New Testament
G4466,Ῥαγαῦ,"Ῥαγαῦ",,రగౌ,Greek,New Testament
G4467,ῥᾳδιούργημα,"ἔργον",,పని,Greek,New Testament
G4468,ῥᾳδιουργία,"ἔργον",,పని,Greek,New Testament
G4469,ῥακά,"ῥακά",,రకా,Greek,New Testament
G4470,ῥάκος,"κατά",,క్రింద,Greek,New Testament
G4471,Ῥαμᾶ,"Ῥαμᾶ",,రామా,Greek,New Testament
G4472,ῥαντίζω,"ῥαντίζω",,చల్లు,Greek,New Testament
G4473,ῥαντισμός,"ῥαντίζω",,చల్లు,Greek,New Testament
G4474,ῥαπίζω,"ῥαπίζω",,చెంపమీద కొట్టు,Greek,New Testament
G4475,ῥάπισμα,"ῥαπίζω",,చెంపమీద కొట్టు,Greek,New Testament
G4476,ῥαφίς,"ῥαπίζω",,చెంపమీద కొట్టు,Greek,New Testament
G4477,Ῥαχάβ,"Ῥαάβ",,రాహాబు,Greek,New Testament
G4478,Ῥαχήλ,"Ῥαχήλ",,రహేలు,Greek,New Testament
G4479,Ῥεβέκκα,"Ῥεβέκκα",,రెబెక్కా,Greek,New Testament
G4480,ῥέδα,"ῥέδα",,అర్థం తెలియదు,Greek,New Testament
G4481,Ῥεμφάν,"Ῥεμφάν",,రెంఫాన్,Greek,New Testament
G4482,ῥέω,"ῥέω",,ప్రవహించు,Greek,New Testament
G4483,ἐρέω,"ῥέω",,ప్రవహించు,Greek,New Testament
G4484,Ῥήγιον,"Ῥήγιον",,రేగియోను,Greek,New Testament
G4485,ῥῆγμα,"κατά",,ప్రకారము,Greek,New Testament
G4486,ῥήσσω,"κατά",,ప్రకారము,Greek,New Testament
G4487,ῥῆμα,"ῥέω",రేమా,మాట,Greek,New Testament
G4488,Ῥησά,"Ῥησά",,రేసా,Greek,New Testament
G4489,ῥήτωρ,"ῥέω",,ప్రవహించు,Greek,New Testament
G4490,ῥητῶς,"ῥέω",,ప్రవహించు,Greek,New Testament
G4491,ῥίζα,"ῥίζα",,వేరు,Greek,New Testament
G4492,ῥιζόω,"ῥίζα",,వేరు,Greek,New Testament
G4493,ῥιπή,"ῥαπίζω",,కొట్టు,Greek,New Testament
G4494,ῥιπίζω,"ῥαπίζω",,కొట్టు,Greek,New Testament
G4495,ῥιπτέω,"ῥαπίζω",,కొట్టు,Greek,New Testament
G4496,ῥίπτω,"ῥαπίζω",,కొట్టు,Greek,New Testament
G4497,Ῥοβοάμ,"Ῥοβοάμ",,రెహబాము,Greek,New Testament
G4498,Ῥόδη,"Ῥόδη",,రోదా,Greek,New Testament
G4499,Ῥόδος,"Ῥόδος",,రోదు,Greek,New Testament
G4500,ῥοιζηδόν,"ῥοιζηδόν",,అర్థం తెలియదు,Greek,New Testament
G4501,ῥομφαία,"ῥομφαία",,ఖడ్గము,Greek,New Testament
G4502,Ῥουβήν,"Ῥουβήν",,రూబేను,Greek,New Testament
G4503,Ῥούθ,"Ῥούθ",,రూతు,Greek,New Testament
G4504,Ῥοῦφος,"Ῥοῦφος",,రూపు,Greek,New Testament
G4505,ῥύμη,"ῥέω",,ప్రవహించు,Greek,New Testament
G4506,ῥύομαι,"ῥέω",,ప్రవహించు,Greek,New Testament
G4507,ῥυπαρία,"ῥύπος",,మురికి,Greek,New Testament
G4508,ῥυπαρός,"ῥύπος",,మురికి,Greek,New Testament
G4509,ῥύπος,"ῥύπος",,మురికి,Greek,New Testament
G4510,ῥυπόω,"ῥύπος",,మాలిన్యం,Greek,New Testament
G4511,ῥύσις,"ῥέω+ῥέω",,ప్రవహించు,Greek,New Testament
G4512,ῥυτίς,"ῥέω",,ప్రవహించు,Greek,New Testament
G4513,Ῥωμαϊκός,"ῥώννυμι",,బలపరచు,Greek,New Testament
G4514,Ῥωμαῖος,"ῥώννυμι",,క్షేమముగా ఉండు,Greek,New Testament
G4515,Ῥωμαϊστί,"ῥώννυμι",,క్షేమముగా ఉండు,Greek,New Testament
G4516,Ῥώμη,"ῥώννυμι",,బలపరచు,Greek,New Testament
G4517,ῥώννυμι,"ῥώννυμι",,క్షేమముగా ఉండు,Greek,New Testament
G4518,σαβαχθάνι,"σαβαχθάνι",,సబక్తాని,Greek,New Testament
G4519,σαβαώθ,"σαβαώθ",,సైన్యముల ప్రభువు,Greek,New Testament
G4520,σαββατισμός,"σάββατον",,విశ్రాంతి దినము,Greek,New Testament
G4521,σάββατον,"σάββατον",,సబ్బాతు,Greek,New Testament
G4522,σαγήνη,"σαγήνη",,వల,Greek,New Testament
G4523,Σαδδουκαῖος,"Σαδώκ",,సాదోకు,Greek,New Testament
G4524,Σαδώκ,"Σαδώκ",,సాదోకు,Greek,New Testament
G4525,σαίνω,"σείω",,కుదుపు,Greek,New Testament
G4526,σάκκος,"σάκκος",,గోనెపట్ట,Greek,New Testament
G4527,Σαλά,"Σαλά",,షెలహు,Greek,New Testament
G4528,Σαλαθιήλ,"Σαλαθιήλ",,షెయల్తీయేలు,Greek,New Testament
G4529,Σαλαμίς,"σείω",,కదిలించు,Greek,New Testament
G4530,Σαλείμ,"σείω",,కదిలించు,Greek,New Testament
G4531,σαλεύω,"σείω",,కదిలించు,Greek,New Testament
G4532,Σαλήμ,"Σαλήμ",,షాలేము,Greek,New Testament
G4533,Σαλμών,"Σαλμών",,సల్మాను,Greek,New Testament
G4534,Σαλμώνη,"σείω",,కదిలించు,Greek,New Testament
G4535,σάλος,"σείω",,కదిలించు,Greek,New Testament
G4536,σάλπιγξ,"σείω",,కదిలించు,Greek,New Testament
G4537,σαλπίζω,"σείω",,కదిలించు,Greek,New Testament
G4538,σαλπιστής,"σείω",,కదిలించు,Greek,New Testament
G4539,Σαλώμη,"Σαλώμη",,సలోమె,Greek,New Testament
G4540,Σαμάρεια,"Σαμάρεια",,సమారియా,Greek,New Testament
G4541,Σαμαρείτης,"Σαμάρεια",,సమారియా,Greek,New Testament
G4542,Σαμαρεῖτις,"Σαμάρεια",,సమారియా,Greek,New Testament
G4543,Σαμοθρᾴκη,"Σάμος",,సమోసు,Greek,New Testament
G4544,Σάμος,"Σάμος",,సమోసు,Greek,New Testament
G4545,Σαμουήλ,"Σαμουήλ",,సమూయేలు,Greek,New Testament
G4546,Σαμψών,"Σαμψών",,షంషోను,Greek,New Testament
G4547,σανδάλιον,"σανδάλιον",,చెప్పులు,Greek,New Testament
G4548,σανίς,"σανίς",,పలక,Greek,New Testament
G4549,Σαούλ,"Σαούλ",,సౌలు,Greek,New Testament
G4550,σαπρός,"σήπω",,కుళ్లు,Greek,New Testament
G4551,Σαπφείρη,"σάπφειρος",,నీలమణి,Greek,New Testament
G4552,σάπφειρος,"σάπφειρος",,నీలమణి,Greek,New Testament
G4553,σαργάνη,"σαργάνη",,బుట్ట,Greek,New Testament
G4554,Σάρδεις,"Σάρδεις",,సార్దీస్,Greek,New Testament
G4555,σάρδινος,"σάρδιος",,రక్తవర్ణపురాయి,Greek,New Testament
G4556,σάρδιος,"σάρδιος",,రక్తవర్ణపురాయి,Greek,New Testament
G4557,σαρδόνυξ,"σάρδιος",,రక్తవర్ణపురాయి,Greek,New Testament
G4558,Σάρεπτα,"Σάρεπτα",,సరెప్తా,Greek,New Testament
G4559,σαρκικός,"αἴρω",,ఎత్తు,Greek,New Testament
G4560,σάρκινος,"αἴρω",,ఎత్తు,Greek,New Testament
G4561,σάρξ,"αἴρω",సార్క్స్,శరీరం,Greek,New Testament
G4562,Σαρούχ,"Σαρούχ",,సెరూగు,Greek,New Testament
G4563,σαρόω,"αἴρω",,ఎత్తు,Greek,New Testament
G4564,Σάῤῥα,"Σάῤῥα",,శారా,Greek,New Testament
G4565,Σάρων,"Σάρων",,షారోను,Greek,New Testament
G4566,Σατᾶν,"Σατᾶν",,సాతాను,Greek,New Testament
G4567,Σατανᾶς,"Σατανᾶς",,సాతాను,Greek,New Testament
G4568,σάτον,"σάτον",,తూమెడు,Greek,New Testament
G4569,Σαῦλος,"Σαούλ",,సౌలు,Greek,New Testament
G4570,σβέννυμι,"σβέννυμι",,ఆర్పివేయు,Greek,New Testament
G4571,σέ,"σύ",,నీవు,Greek,New Testament
G4572,σεαυτοῦ,"σύ+ἀήρ",,అర్థం తెలియదు,Greek,New Testament
G4573,σεβάζομαι,"σέβομαι",,పూజించు,Greek,New Testament
G4574,σέβασμα,"σέβομαι",,పూజించు,Greek,New Testament
G4575,σεβαστός,"σέβομαι",,పూజించు,Greek,New Testament
G4576,σέβομαι,"σέβομαι",,పూజించు,Greek,New Testament
G4577,σειρά,"αἴρω",,ఎత్తు,Greek,New Testament
G4578,σεισμός,"σείω",,ఊపు,Greek,New Testament
G4579,σείω,"σείω",,కదుపు,Greek,New Testament
G4580,Σεκοῦνδος,"Σεκοῦνδος",,సెకుందుస్,Greek,New Testament
G4581,Σελεύκεια,"Σελεύκεια",,సెల్యూకియ,Greek,New Testament
G4582,σελήνη,"αἴρω",,ఎత్తు,Greek,New Testament
G4583,σεληνιάζομαι,"αἴρω",,ఎత్తు,Greek,New Testament
G4584,Σεμεΐ,"Σεμεΐ",,షెమీ,Greek,New Testament
G4585,σεμίδαλις,"σεμίδαλις",,సన్నని గోధుమపిండి,Greek,New Testament
G4586,σεμνός,"σέβομαι",,పూజించు,Greek,New Testament
G4587,σεμνότης,"σέβομαι",,పూజించు,Greek,New Testament
G4588,Σέργιος,"Σέργιος",,సెర్గియస్,Greek,New Testament
G4589,Σήθ,"Σήθ",,షేతు,Greek,New Testament
G4590,Σήμ,"Σήμ",,షేము,Greek,New Testament
G4591,σημαίνω,"σημαίνω",,సూచించు,Greek,New Testament
G4592,σημεῖον,"σημαίνω",సేమీయొన్,సూచన,Greek,New Testament
G4593,σημειόω,"σημαίνω",,తెలుపు,Greek,New Testament
G4594,σήμερον,"τό+ὥρα+ἑδραῖος",,అనుకూల సమయం,Greek,New Testament
G4595,σήπω,"σήπω",,కుళ్లు,Greek,New Testament
G4596,σηρικός,"σηρικός",,పట్టు,Greek,New Testament
G4597,σής,"σής",,పురుగు,Greek,New Testament
G4598,σητόβρωτος,"σής+βοῦς",,గొడ్ల పురుగు,Greek,New Testament
G4599,σθενόω,"ἵστημι",,నిలుపు,Greek,New Testament
G4600,σιαγών,"σιαγών",,దవడ,Greek,New Testament
G4601,σιγάω,"σιγή",,నిశ్శబ్దము,Greek,New Testament
G4602,σιγή,"σιγή",,మౌనము,Greek,New Testament
G4603,σιδήρεος,"σίδηρος",,ఇనుము,Greek,New Testament
G4604,σίδηρος,"σίδηρος",,ఊకు,Greek,New Testament
G4605,Σιδών,"Σιδών",,సీదోను,Greek,New Testament
G4606,Σιδώνιος,"Σιδών",,సైదాను,Greek,New Testament
G4607,σικάριος,"σικάριος",,అర్థం తెలియదు,Greek,New Testament
G4608,σίκερα,"σίκερα",,మత్తు పానీయము,Greek,New Testament
G4609,Σίλας,"Σιλουανός",,సిల్వాను,Greek,New Testament
G4610,Σιλουανός,"Σιλουανός",,సిల్వాను,Greek,New Testament
G4611,Σιλωάμ,"Σιλωάμ",,సిలోయము,Greek,New Testament
G4612,σιμικίνθιον,"σιμικίνθιον",,అర్థం తెలియదు,Greek,New Testament
G4613,Σίμων,"Σίμων",,సీమోను,Greek,New Testament
G4614,Σινᾶ,"Σινᾶ",,సీనాయి,Greek,New Testament
G4615,σίναπι,"σίναπι",,ఆవాలు,Greek,New Testament
G4616,σινδών,"σινδών",,సన్నపు నారబట్ట,Greek,New Testament
G4617,σινιάζω,"σινιάζω",,జల్లెడించు,Greek,New Testament
G4618,σιτευτός,"σῖτα",,గోధుమలు,Greek,New Testament
G4619,σιτιστός,"σῖτα",,గోధుమలు,Greek,New Testament
G4620,σιτόμετρον,"σῖτα+μέτρον",,మానిక,Greek,New Testament
G4621,σῖτα,"σῖτα",,అర్థం తెలియదు,Greek,New Testament
G4622,Σιών,"Σιών",,సీయోను,Greek,New Testament
G4623,σιωπάω,"σιγή",,నిశ్శబ్దము,Greek,New Testament
G4624,σκανδαλίζω,"κάμπτω",,వంగు,Greek,New Testament
G4625,σκάνδαλον,"κάμπτω",,వంచు,Greek,New Testament
G4626,σκάπτω,"σκάπτω",,త్రవ్వు,Greek,New Testament
G4627,σκάφη,"σκάφη",,పడవ,Greek,New Testament
G4628,σκέλος,"σκέλος",,కాలు,Greek,New Testament
G4629,σκέπασμα,"σκοπός",,గురి,Greek,New Testament
G4630,Σκευᾶς,"Σκευᾶς",,స్కెవ,Greek,New Testament
